product_name,product_type,active_ingredients,skin_type,benefits,brand,product_name_clean,active_ingredients_clean,benefits_clean,text,normalized_text,clean_text
The Originote Hyalurose Micellar Water,cleanser,"Hyaluronic Acid, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Allantoin, Rosa Damascena Flower Water",Semua Jenis Kulit,"Menghilangkan make up dan membersihkan kulit.
Melembapkan dan hidrasi pada kulit.
Menyegarkan kulit.",originote,the originote hyalurose micellar water,hyaluronic acid sodium hyaluronate hydrolyzed hyaluronic acid allantoin rosa damascena flower water,menghilangkan make up dan membersihkan kulit melembapkan dan hidrasi pada kulit menyegarkan kulit,the originote hyalurose micellar water hyaluronic acid sodium hyaluronate hydrolyzed hyaluronic acid allantoin rosa damascena flower water menghilangkan make up dan membersihkan kulit melembapkan dan hidrasi pada kulit menyegarkan kulit,the originote hyalurose micellar water hyaluronic acid sodium hyaluronate hydrolyzed hyaluronic acid allantoin rosa damascena flower water menghilangkan make up dan membersihkan kulit melembapkan dan hidrasi pada kulit menyegarkan kulit,the originote hyalurose micellar water hyaluronic acid sodium hyaluronate hydrolyzed hyaluronic acid allantoin rosa damascena flower water hilang make up dan bersih kulit lembap dan hidrasi pada kulit segar kulit
The Originote Acne Spot Cream,Acne cream,"Tranexamic Acid, Salicylic Acid, Niacinamide, Sulfur, Calamine, Centella Asiatica Extract, Allantoin","Kulit berjerawat, kulit acne prone, kulit berminyak","Membantu merawat kulit berjerawat 
Melawan bakteri penyebab jerawat ",originote,the originote acne spot cream,tranexamic acid salicylic acid niacinamide sulfur calamine centella asiatica extract allantoin,membantu merawat kulit berjerawat melawan bakteri penyebab jerawat,the originote acne spot cream tranexamic acid salicylic acid niacinamide sulfur calamine centella asiatica extract allantoin membantu merawat kulit berjerawat melawan bakteri penyebab jerawat,the originote acne spot cream tranexamic acid salicylic acid niacinamide sulfur calamine centella asiatica extract allantoin membantu merawat kulit berjerawat melawan bakteri penyebab jerawat,the originote acne spot cream tranexamic acid salicylic acid niacinamide sulfur calamine centella asiatica extract allantoin bantu rawat kulit jerawat lawan bakteri sebab jerawat
The Originote Niacinamide 10% Serum,Serum,"Niacinamide, Alpha-Arbutin, Glutathione, Sodium Hyaluronate, Ceramide NP, Centella Asiatica Extract, Allantoin",Semua Jenis Kulit,"Membantu mencerahkan dan membantu meratakan warna kulit wajah
Membantu menyamarkan noda gelap/bintik hitam pada wajah
Membantu menjaga kelembapan kulit",originote,the originote niacinamide 10% serum,niacinamide alpha arbutin glutathione sodium hyaluronate ceramide np centella asiatica extract allantoin,membantu mencerahkan dan membantu meratakan warna kulit wajah membantu menyamarkan noda gelap bintik hitam pada wajah membantu menjaga kelembapan kulit,the originote niacinamide 10% serum niacinamide alpha arbutin glutathione sodium hyaluronate ceramide np centella asiatica extract allantoin membantu mencerahkan dan membantu meratakan warna kulit wajah membantu menyamarkan noda gelap bintik hitam pada wajah membantu menjaga kelembapan kulit,the originote niacinamide serum niacinamide alpha arbutin glutathione sodium hyaluronate ceramide np centella asiatica extract allantoin membantu mencerahkan dan membantu meratakan warna kulit wajah membantu menyamarkan noda gelap bintik hitam pada wajah membantu menjaga kelembapan kulit,the originote niacinamide serum niacinamide alpha arbutin glutathione sodium hyaluronate ceramide np centella asiatica extract allantoin bantu cerah dan bantu rata warna kulit wajah bantu samar noda gelap bintik hitam pada wajah bantu jaga lembap kulit
The Originote Hyalu-c Serum,Serum,"Niacinamide, Sodium Hyaluronate, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Sodium Acetylated Hyaluronate, Hydroxypropyltrimonium Hyaluronate, 3-O-Ethyl Ascorbic Acid, Ascorbic Acid, Magnesium Ascorbyl Phosphate, Ergothioneine, Ceramide NP, Centella Asiatica Extract, Allantoin, Oligopeptide-1, Hexapeptide-9","kulit kering, kulit kusam, kulit normal","Mencerahkan kulit wajah 
Sebagai antioksidan 
Merawat keremajaan kulit ",originote,the originote hyalu c serum,niacinamide sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid sodium acetylated hyaluronate hydroxypropyltrimonium hyaluronate 3 o ethyl ascorbic acid ascorbic acid magnesium ascorbyl phosphate ergothioneine ceramide np centella asiatica extract allantoin oligopeptide 1 hexapeptide 9,mencerahkan kulit wajah sebagai antioksidan merawat keremajaan kulit,the originote hyalu c serum niacinamide sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid sodium acetylated hyaluronate hydroxypropyltrimonium hyaluronate 3 o ethyl ascorbic acid ascorbic acid magnesium ascorbyl phosphate ergothioneine ceramide np centella asiatica extract allantoin oligopeptide 1 hexapeptide 9 mencerahkan kulit wajah sebagai antioksidan merawat keremajaan kulit,the originote hyalu c serum niacinamide sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid sodium acetylated hyaluronate hydroxypropyltrimonium hyaluronate o ethyl ascorbic acid ascorbic acid magnesium ascorbyl phosphate ergothioneine ceramide np centella asiatica extract allantoin oligopeptide hexapeptide mencerahkan kulit wajah sebagai antioksidan merawat keremajaan kulit,the originote hyalu c serum niacinamide sodium hyaluronate hyaluronic acid hydrolyzed hyaluronic acid sodium acetylated hyaluronate hydroxypropyltrimonium hyaluronate o ethyl ascorbic acid ascorbic acid magnesium ascorbyl phosphate ergothioneine ceramide np centella asiatica extract allantoin oligopeptide hexapeptide cerah kulit wajah bagai antioksidan rawat remaja kulit
The Originote Retinol B3 Serum,Serum,"Niacinamide, Retinol, Retinal, Hydroxypinacolone Retinoate, Ubiquinone, Ergothioneine, Sodium Hyaluronate, Panthenol, Ceramide NP, Oligopeptide-1, Hexapeptide-9, Centella Asiatica Extract","kulit normal, kulit berminyak","Meratakan warna kulit.
Menyamarkan noda.
Menghaluskan tekstur kulit.Semua manfaat ini dirancang untuk memberikan hasil optimal dalam perawatan kulit Anda.",originote,the originote retinol b3 serum,niacinamide retinol retinal hydroxypinacolone retinoate ubiquinone ergothioneine sodium hyaluronate panthenol ceramide np oligopeptide 1 hexapeptide 9 centella asiatica extract,meratakan warna kulit menyamarkan noda menghaluskan tekstur kulit semua manfaat ini dirancang untuk memberikan hasil optimal dalam perawatan kulit anda,the originote retinol b3 serum niacinamide retinol retinal hydroxypinacolone retinoate ubiquinone ergothioneine sodium hyaluronate panthenol ceramide np oligopeptide 1 hexapeptide 9 centella asiatica extract meratakan warna kulit menyamarkan noda menghaluskan tekstur kulit semua manfaat ini dirancang untuk memberikan hasil optimal dalam perawatan kulit anda,the originote retinol b serum niacinamide retinol retinal hydroxypinacolone retinoate ubiquinone ergothioneine sodium hyaluronate panthenol ceramide np oligopeptide hexapeptide centella asiatica extract meratakan warna kulit menyamarkan noda menghaluskan tekstur kulit semua manfaat ini dirancang untuk memberikan hasil optimal dalam perawatan kulit anda,the originote retinol b serum niacinamide retinol retinal hydroxypinacolone retinoate ubiquinone ergothioneine sodium hyaluronate panthenol ceramide np oligopeptide hexapeptide centella asiatica extract rata warna kulit samar noda halus tekstur kulit semua manfaat ini rancang untuk beri hasil optimal dalam awat kulit anda
The Originote Cica-B5 Shooting Cream Moisturizer,moisturizer,"Centella Asiatica Leaf Water, Panthenol, Tremella Fuciformis Extract, Ascorbyl Glucoside, Tocopherol, Ceramide NP, Ceramide NS, Ceramide AP, Ceramide AS, Ceramide EOP, Cholesterol, Phytosphingosine",kulit kering,Melembabkan kulit secara alami.,originote,the originote cica b5 shooting cream moisturizer,centella asiatica leaf water panthenol tremella fuciformis extract ascorbyl glucoside tocopherol ceramide np ceramide ns ceramide ap ceramide as ceramide eop cholesterol phytosphingosine,melembabkan kulit secara alami,the originote cica b5 shooting cream moisturizer centella asiatica leaf water panthenol tremella fuciformis extract ascorbyl glucoside tocopherol ceramide np ceramide ns ceramide ap ceramide as ceramide eop cholesterol phytosphingosine melembabkan kulit secara alami,the originote cica b shooting cream moisturizer centella asiatica leaf water panthenol tremella fuciformis extract ascorbyl glucoside tocopherol ceramide np ceramide ns ceramide ap ceramide as ceramide eop cholesterol phytosphingosine melembabkan kulit secara alami,the originote cica b shooting cream moisturizer centella asiatica leaf water panthenol tremella fuciformis extract ascorbyl glucoside tocopherol ceramide np ceramide ns ceramide ap ceramide as ceramide eop cholesterol phytosphingosine melembabkan kulit cara alami
Wardah Renew You Anti-aging Night Cream,Night Cream,"Niacinamide, Glycerin, Panthenol, Tocopheryl Acetate (Vitamin E), Sodium Hyaluronate, Resveratrol, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Allantoin",Semua Jenis Kulit,"- Membantu memperbaiki tekstur kulit
- Membantu proses regenerasi kulit
- Membantu meningkatkan kelembaban kulit
- Membantu meningkatkan elastisitas kulit
- Membantu memudarkan bintik-bintik gelap, garis halus, dan kerutan wajah
- Melindungi kulit dari radikal bebas
- Formula yang ringan dan nyaman",wardah,wardah renew you anti aging night cream,niacinamide glycerin panthenol tocopheryl acetate vitamin e sodium hyaluronate resveratrol palmitoyl oligopeptide palmitoyl tetrapeptide 7 allantoin,membantu memperbaiki tekstur kulit membantu proses regenerasi kulit membantu meningkatkan kelembaban kulit membantu meningkatkan elastisitas kulit membantu memudarkan bintik bintik gelap garis halus dan kerutan wajah melindungi kulit dari radikal bebas formula yang ringan dan nyaman,wardah renew you anti aging night cream niacinamide glycerin panthenol tocopheryl acetate vitamin e sodium hyaluronate resveratrol palmitoyl oligopeptide palmitoyl tetrapeptide 7 allantoin membantu memperbaiki tekstur kulit membantu proses regenerasi kulit membantu meningkatkan kelembaban kulit membantu meningkatkan elastisitas kulit membantu memudarkan bintik bintik gelap garis halus dan kerutan wajah melindungi kulit dari radikal bebas formula yang ringan dan nyaman,wardah renew you anti aging night cream niacinamide glycerin panthenol tocopheryl acetate vitamin e sodium hyaluronate resveratrol palmitoyl oligopeptide palmitoyl tetrapeptide allantoin membantu memperbaiki tekstur kulit membantu proses regenerasi kulit membantu meningkatkan kelembaban kulit membantu meningkatkan elastisitas kulit membantu memudarkan bintik bintik gelap garis halus dan kerutan wajah melindungi kulit dari radikal bebas formula yang ringan dan nyaman,wardah renew you anti aging night cream niacinamide glycerin panthenol tocopheryl acetate vitamin e sodium hyaluronate resveratrol palmitoyl oligopeptide palmitoyl tetrapeptide allantoin bantu baik tekstur kulit bantu proses regenerasi kulit bantu tingkat kelembaban kulit bantu tingkat elastisitas kulit bantu pudar bintik bintik gelap garis halus dan kerut wajah lindung kulit dari radikal bebas formula yang ringan dan nyaman
Wardah Acnederm Night Treatment Moisturizer,Moisturizer,"Salicylic Acid, Ascorbyl Tetraisopalmitate, Centella Asiatica Extract, Licorice Root Extract, Camellia Sinensis Leaf Extract",Kulit Normal Berminyak,"- Membantu menyamarkan bekas jerawat
- Mencerahkan kulit selagi terlelap
- Membantu mengurangi minyak berlebih di kulit
- Mengandung Vit C yang menutrisi kulit
- Membantu menjaga kelembaban kulit di malam hari
- Membuat kulit terasa halus dan lembut
- Membantu mengurangi iritasi akibat timbulnya jerawat",wardah,wardah acnederm night treatment moisturizer,salicylic acid ascorbyl tetraisopalmitate centella asiatica extract licorice root extract camellia sinensis leaf extract,membantu menyamarkan bekas jerawat mencerahkan kulit selagi terlelap membantu mengurangi minyak berlebih di kulit mengandung vit c yang menutrisi kulit membantu menjaga kelembaban kulit di malam hari membuat kulit terasa halus dan lembut membantu mengurangi iritasi akibat timbulnya jerawat,wardah acnederm night treatment moisturizer salicylic acid ascorbyl tetraisopalmitate centella asiatica extract licorice root extract camellia sinensis leaf extract membantu menyamarkan bekas jerawat mencerahkan kulit selagi terlelap membantu mengurangi minyak berlebih di kulit mengandung vit c yang menutrisi kulit membantu menjaga kelembaban kulit di malam hari membuat kulit terasa halus dan lembut membantu mengurangi iritasi akibat timbulnya jerawat,wardah acnederm night treatment moisturizer salicylic acid ascorbyl tetraisopalmitate centella asiatica extract licorice root extract camellia sinensis leaf extract membantu menyamarkan bekas jerawat mencerahkan kulit selagi terlelap membantu mengurangi minyak berlebih di kulit mengandung vit c yang menutrisi kulit membantu menjaga kelembaban kulit di malam hari membuat kulit terasa halus dan lembut membantu mengurangi iritasi akibat timbulnya jerawat,wardah acnederm night treatment moisturizer salicylic acid ascorbyl tetraisopalmitate centella asiatica extract licorice root extract camellia sinensis leaf extract bantu samar bekas jerawat cerah kulit selagi lelap bantu kurang minyak lebih di kulit kandung vit c yang nutrisi kulit bantu jaga kelembaban kulit di malam hari buat kulit asa halus dan lembut bantu kurang iritasi akibat timbul jerawat
Wardah Nature Daily Aloe Hydramild Facial Wash,Cleanser,"Glycerin, Sodium PCA, Aloe Barbadensis (Aloe Vera) Leaf Extract",Semua Jenis Kulit,"Membersihkan wajah secara lembut tanpa membuat kulit terasa kering atau tertarik
Mengandung Triple Hydrating Complex dan Aloe Vera untuk menjaga kelembapan kulit
Memberikan sensasi segar dan halus setelah mencuci wajah
Cocok untuk kulit normal hingga kering, termasuk kulit sensitif
Menggunakan formula non-soap (tidak mengandung sabun keras)
Busa lembut dan tidak berlebihan sehingga tidak membuat kulit kesat
Dapat membantu menenangkan kulit berkat kandungan Aloe Vera",wardah,wardah nature daily aloe hydramild facial wash,glycerin sodium pca aloe barbadensis aloe vera leaf extract,membersihkan wajah secara lembut tanpa membuat kulit terasa kering atau tertarik mengandung triple hydrating complex dan aloe vera untuk menjaga kelembapan kulit memberikan sensasi segar dan halus setelah mencuci wajah cocok untuk kulit normal hingga kering termasuk kulit sensitif menggunakan formula non soap tidak mengandung sabun keras busa lembut dan tidak berlebihan sehingga tidak membuat kulit kesat dapat membantu menenangkan kulit berkat kandungan aloe vera,wardah nature daily aloe hydramild facial wash glycerin sodium pca aloe barbadensis aloe vera leaf extract membersihkan wajah secara lembut tanpa membuat kulit terasa kering atau tertarik mengandung triple hydrating complex dan aloe vera untuk menjaga kelembapan kulit memberikan sensasi segar dan halus setelah mencuci wajah cocok untuk kulit normal hingga kering termasuk kulit sensitif menggunakan formula non soap tidak mengandung sabun keras busa lembut dan tidak berlebihan sehingga tidak membuat kulit kesat dapat membantu menenangkan kulit berkat kandungan aloe vera,wardah nature daily aloe hydramild facial wash glycerin sodium pca aloe barbadensis aloe vera leaf extract membersihkan wajah secara lembut tanpa membuat kulit terasa kering atau tertarik mengandung triple hydrating complex dan aloe vera untuk menjaga kelembapan kulit memberikan sensasi segar dan halus setelah mencuci wajah cocok untuk kulit normal hingga kering termasuk kulit sensitif menggunakan formula non soap tidak mengandung sabun keras busa lembut dan tidak berlebihan sehingga tidak membuat kulit kesat dapat membantu menenangkan kulit berkat kandungan aloe vera,wardah nature daily aloe hydramild facial wash glycerin sodium pca aloe barbadensis aloe vera leaf extract bersih wajah cara lembut tanpa buat kulit asa kering atau tarik kandung triple hydrating complex dan aloe vera untuk jaga lembap kulit beri sensasi segar dan halus telah cuci wajah cocok untuk kulit normal hingga kering masuk kulit sensitif guna formula non soap tidak kandung sabun keras busa lembut dan tidak lebih sehingga tidak buat kulit kesat dapat bantu tenang kulit berkat kandung aloe vera
Wardah Renew You Treatment Essence,Essence,"Sodium PCA, Sodium Hyaluronate, Adenosine, Malus Domestica Fruit Cell Culture Extract, Acetyl Hexapeptide-8, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Allantoin","Kulit Normal, Kulit Kering","Membantu melembabkan kulit
Membantu menyamarkan noda hitam
Membantu menyamarkan garis halus pada kulit
Membantu menjaga elastisitas pada kulit sehingga kulit tampak lebih kenyal, halus, dan lebih muda
Formula yang ringan dan nyaman",wardah,wardah renew you treatment essence,sodium pca sodium hyaluronate adenosine malus domestica fruit cell culture extract acetyl hexapeptide 8 palmitoyl oligopeptide palmitoyl tetrapeptide 7 allantoin,membantu melembabkan kulit membantu menyamarkan noda hitam membantu menyamarkan garis halus pada kulit membantu menjaga elastisitas pada kulit sehingga kulit tampak lebih kenyal halus dan lebih muda formula yang ringan dan nyaman,wardah renew you treatment essence sodium pca sodium hyaluronate adenosine malus domestica fruit cell culture extract acetyl hexapeptide 8 palmitoyl oligopeptide palmitoyl tetrapeptide 7 allantoin membantu melembabkan kulit membantu menyamarkan noda hitam membantu menyamarkan garis halus pada kulit membantu menjaga elastisitas pada kulit sehingga kulit tampak lebih kenyal halus dan lebih muda formula yang ringan dan nyaman,wardah renew you treatment essence sodium pca sodium hyaluronate adenosine malus domestica fruit cell culture extract acetyl hexapeptide palmitoyl oligopeptide palmitoyl tetrapeptide allantoin membantu melembabkan kulit membantu menyamarkan noda hitam membantu menyamarkan garis halus pada kulit membantu menjaga elastisitas pada kulit sehingga kulit tampak lebih kenyal halus dan lebih muda formula yang ringan dan nyaman,wardah renew you treatment essence sodium pca sodium hyaluronate adenosine malus domestica fruit cell culture extract acetyl hexapeptide palmitoyl oligopeptide palmitoyl tetrapeptide allantoin bantu melembabkan kulit bantu samar noda hitam bantu samar garis halus pada kulit bantu jaga elastisitas pada kulit sehingga kulit tampak lebih kenyal halus dan lebih muda formula yang ringan dan nyaman
Wardah Acnederm Acne Care Serum,Serum,"Niacinamide, Potassium Azeloyl Diglycinate, Salicylic Acid, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Salix Alba (Willow) Bark Extract, Sodium Hyaluronate, Allantoin","Kulit Berjerawat, Kulit Berminyak","- Mengurangi tampilan minyak berlebih
- Menenangkan kemerahan pada wajah
- Melawan bakteri penyebab jerawat
- Menyamarkan bekas jerawat
- Mencerahkan wajah",wardah,wardah acnederm acne care serum,niacinamide potassium azeloyl diglycinate salicylic acid melaleuca alternifolia tea tree leaf oil salix alba willow bark extract sodium hyaluronate allantoin,mengurangi tampilan minyak berlebih menenangkan kemerahan pada wajah melawan bakteri penyebab jerawat menyamarkan bekas jerawat mencerahkan wajah,wardah acnederm acne care serum niacinamide potassium azeloyl diglycinate salicylic acid melaleuca alternifolia tea tree leaf oil salix alba willow bark extract sodium hyaluronate allantoin mengurangi tampilan minyak berlebih menenangkan kemerahan pada wajah melawan bakteri penyebab jerawat menyamarkan bekas jerawat mencerahkan wajah,wardah acnederm acne care serum niacinamide potassium azeloyl diglycinate salicylic acid melaleuca alternifolia tea tree leaf oil salix alba willow bark extract sodium hyaluronate allantoin mengurangi tampilan minyak berlebih menenangkan kemerahan pada wajah melawan bakteri penyebab jerawat menyamarkan bekas jerawat mencerahkan wajah,wardah acnederm acne care serum niacinamide potassium azeloyl diglycinate salicylic acid melaleuca alternifolia tea tree leaf oil salix alba willow bark extract sodium hyaluronate allantoin kurang tampil minyak lebih tenang merah pada wajah lawan bakteri sebab jerawat samar bekas jerawat cerah wajah
Wardah Micellar Water Lightening Oil Infused,Micellar Water,"Niacinamide, Allantoin, Bisabolol, Tocopherol (Vitamin E), Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract","Kulit Normal, Kulit Kering, Kulit Kusam","99% efektif membersihkan makeup waterproof & kotoran
Mencerahkan & menutrisi kulit dengan Advanced Niacinamide
Melembapkan tanpa rasa berminyak berkat Botanical Oil Serum
0% alkohol, aman untuk kulit sensitif
Hypoallergenic & Non-Comedogenic – tidak menyumbat pori & tidak menyebabkan jerawat
Ophthalmologically tested – aman digunakan untuk area mata",wardah,wardah micellar water lightening oil infused,niacinamide allantoin bisabolol tocopherol vitamin e calendula officinalis flower extract chamomilla recutita matricaria flower extract,efektif membersihkan makeup waterproof dan kotoran mencerahkan dan menutrisi kulit dengan advanced niacinamide melembapkan tanpa rasa berminyak berkat botanical oil serum alkohol aman untuk kulit sensitif hypoallergenic dan non comedogenic tidak menyumbat pori dan tidak menyebabkan jerawat ophthalmologically tested aman digunakan untuk area mata,wardah micellar water lightening oil infused niacinamide allantoin bisabolol tocopherol vitamin e calendula officinalis flower extract chamomilla recutita matricaria flower extract efektif membersihkan makeup waterproof dan kotoran mencerahkan dan menutrisi kulit dengan advanced niacinamide melembapkan tanpa rasa berminyak berkat botanical oil serum alkohol aman untuk kulit sensitif hypoallergenic dan non comedogenic tidak menyumbat pori dan tidak menyebabkan jerawat ophthalmologically tested aman digunakan untuk area mata,wardah micellar water lightening oil infused niacinamide allantoin bisabolol tocopherol vitamin e calendula officinalis flower extract chamomilla recutita matricaria flower extract efektif membersihkan makeup waterproof dan kotoran mencerahkan dan menutrisi kulit dengan advanced niacinamide melembapkan tanpa rasa berminyak berkat botanical oil serum alkohol aman untuk kulit sensitif hypoallergenic dan non comedogenic tidak menyumbat pori dan tidak menyebabkan jerawat ophthalmologically tested aman digunakan untuk area mata,wardah micellar water lightening oil infused niacinamide allantoin bisabolol tocopherol vitamin e calendula officinalis flower extract chamomilla recutita matricaria flower extract efektif bersih makeup waterproof dan kotor cerah dan nutrisi kulit dengan advanced niacinamide lembap tanpa rasa minyak berkat botanical oil serum alkohol aman untuk kulit sensitif hypoallergenic dan non comedogenic tidak sumbat pori dan tidak sebab jerawat ophthalmologically tested aman guna untuk area mata
Wardah Nature Daily Aloe Seaweed Micellar Water,Micellar Water,"Niacinamide, Panthenol, Allantoin, Aloe Barbadensis Leaf Extract, Cucumis Sativus Fruit Extract, Ulva Lactuca Extract, Biosaccharide Gum-2","Kulit Norrmal, Kombinasi, Kering RIngan, Sensitif Ringan","- Membersihkan Makeup Waterproof, Melembapkan, dan Mencerahkan
- For All Skin Types
- Dermatologically tested
- 0% Alcohol
- Ophthalmologically tested.
- Hypoallergenic.
- Non Comedogenic.
- Non Acnegenic.",wardah,wardah nature daily aloe seaweed micellar water,niacinamide panthenol allantoin aloe barbadensis leaf extract cucumis sativus fruit extract ulva lactuca extract biosaccharide gum 2,membersihkan makeup waterproof melembapkan dan mencerahkan for all skin types dermatologically tested alcohol ophthalmologically tested hypoallergenic non comedogenic non acnegenic,wardah nature daily aloe seaweed micellar water niacinamide panthenol allantoin aloe barbadensis leaf extract cucumis sativus fruit extract ulva lactuca extract biosaccharide gum 2 membersihkan makeup waterproof melembapkan dan mencerahkan for all skin types dermatologically tested alcohol ophthalmologically tested hypoallergenic non comedogenic non acnegenic,wardah nature daily aloe seaweed micellar water niacinamide panthenol allantoin aloe barbadensis leaf extract cucumis sativus fruit extract ulva lactuca extract biosaccharide gum membersihkan makeup waterproof melembapkan dan mencerahkan for all skin types dermatologically tested alcohol ophthalmologically tested hypoallergenic non comedogenic non acnegenic,wardah nature daily aloe seaweed micellar water niacinamide panthenol allantoin aloe barbadensis leaf extract cucumis sativus fruit extract ulva lactuca extract biosaccharide gum bersih makeup waterproof lembap dan cerah for all skin types dermatologically tested alcohol ophthalmologically tested hypoallergenic non comedogenic non acnegenic
Wardah Nature Daily Sheet Mask Vitamin C,Mask,"Glycerin, Rosa Rugosa Flower Extract, Sodium Ascorbyl Phosphate.","kulit normal, kering, kombinasi kering, kulit kusam","- Melempabkan kulit kering
- Memberikan kesegaran ekstra pada kulit
- Menutrisi kulit dengan bahan natural",wardah,wardah nature daily sheet mask vitamin c,glycerin rosa rugosa flower extract sodium ascorbyl phosphate,melempabkan kulit kering memberikan kesegaran ekstra pada kulit menutrisi kulit dengan bahan natural,wardah nature daily sheet mask vitamin c glycerin rosa rugosa flower extract sodium ascorbyl phosphate melempabkan kulit kering memberikan kesegaran ekstra pada kulit menutrisi kulit dengan bahan natural,wardah nature daily sheet mask vitamin c glycerin rosa rugosa flower extract sodium ascorbyl phosphate melempabkan kulit kering memberikan kesegaran ekstra pada kulit menutrisi kulit dengan bahan natural,wardah nature daily sheet mask vitamin c glycerin rosa rugosa flower extract sodium ascorbyl phosphate melempabkan kulit kering beri segar ekstra pada kulit nutrisi kulit dengan bahan natural
Wardah UV Shield Essential Sunscreen Gel SPF 30 Pa +++,Sunscreen,"Ethylhexyl Methoxycinnamate, Butyloctyl Salicylate, Butyl Methoxydibenzoylmethane, Octocrylene, Tocopheryl Acetate, Allantoin, Panthenol, Artemisia Capillaris Flower Extract","kulit normal, kering, kombinasi, kulit sensitif ringan"," - Melindungi kulit dari sinar UVA dan UVB berkat kombinasi chemical UV filter (Ethylhexyl Methoxycinnamate, Butyloctyl Salicylate, Butyl Methoxydibenzoylmethane, Octocrylene).
- Membantu mencegah penuaan dini akibat sinar matahari dan kerusakan kulit.
- Menenangkan kulit berkat kandungan Allantoin dan Artemisia Capillaris Flower Extract.
- Melembapkan kulit dengan Panthenol dan Lecithin, sehingga kulit tetap nyaman dan tidak kering.
- Mengandung Tocopheryl Acetate (Vitamin E) sebagai antioksidan, melindungi kulit dari radikal bebas.
-Tekstur gel ringan, cepat meresap, dan cocok untuk pemakaian sehari-hari.",wardah,wardah uv shield essential sunscreen gel spf 30 pa +++,ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene tocopheryl acetate allantoin panthenol artemisia capillaris flower extract,melindungi kulit dari sinar uva dan uvb berkat kombinasi chemical uv filter ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene membantu mencegah penuaan dini akibat sinar matahari dan kerusakan kulit menenangkan kulit berkat kandungan allantoin dan artemisia capillaris flower extract melembapkan kulit dengan panthenol dan lecithin sehingga kulit tetap nyaman dan tidak kering mengandung tocopheryl acetate vitamin e sebagai antioksidan melindungi kulit dari radikal bebas tekstur gel ringan cepat meresap dan cocok untuk pemakaian sehari hari,wardah uv shield essential sunscreen gel spf 30 pa +++ ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene tocopheryl acetate allantoin panthenol artemisia capillaris flower extract melindungi kulit dari sinar uva dan uvb berkat kombinasi chemical uv filter ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene membantu mencegah penuaan dini akibat sinar matahari dan kerusakan kulit menenangkan kulit berkat kandungan allantoin dan artemisia capillaris flower extract melembapkan kulit dengan panthenol dan lecithin sehingga kulit tetap nyaman dan tidak kering mengandung tocopheryl acetate vitamin e sebagai antioksidan melindungi kulit dari radikal bebas tekstur gel ringan cepat meresap dan cocok untuk pemakaian sehari hari,wardah uv shield essential sunscreen gel spf pa ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene tocopheryl acetate allantoin panthenol artemisia capillaris flower extract melindungi kulit dari sinar uva dan uvb berkat kombinasi chemical uv filter ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene membantu mencegah penuaan dini akibat sinar matahari dan kerusakan kulit menenangkan kulit berkat kandungan allantoin dan artemisia capillaris flower extract melembapkan kulit dengan panthenol dan lecithin sehingga kulit tetap nyaman dan tidak kering mengandung tocopheryl acetate vitamin e sebagai antioksidan melindungi kulit dari radikal bebas tekstur gel ringan cepat meresap dan cocok untuk pemakaian sehari hari,wardah uv shield essential sunscreen gel spf pa ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene tocopheryl acetate allantoin panthenol artemisia capillaris flower extract lindung kulit dari sinar uva dan uvb berkat kombinasi chemical uv filter ethylhexyl methoxycinnamate butyloctyl salicylate butyl methoxydibenzoylmethane octocrylene bantu cegah tua dini akibat sinar matahari dan rusa kulit tenang kulit berkat kandung allantoin dan artemisia capillaris flower extract lembap kulit dengan panthenol dan lecithin sehingga kulit tetap nyaman dan tidak kering kandung tocopheryl acetate vitamin e bagai antioksidan lindung kulit dari radikal bebas tekstur gel ringan cepat resap dan cocok untuk pakai hari hari
